datetime,open,high,low,close,volume
2024-01-01 17:00:00,1.27184,1.27225,1.27155,1.27225,0
2024-01-01 17:15:00,1.27209,1.2728,1.27209,1.27257,0
2024-01-01 17:30:00,1.27257,1.27282,1.27165,1.27282,0
2024-01-01 17:45:00,1.27284,1.27299,1.27256,1.27259,0
2024-01-01 18:00:00,1.2726,1.27347,1.27259,1.2732,0
2024-01-01 18:15:00,1.2732,1.2732,1.27261,1.27305,0
2024-01-01 18:30:00,1.27306,1.27311,1.27267,1.27267,0
2024-01-01 18:45:00,1.27266,1.27288,1.27258,1.27274,0
2024-01-01 19:00:00,1.27275,1.27294,1.27264,1.27272,0
2024-01-01 19:15:00,1.27272,1.27292,1.27212,1.27228,0
2024-01-01 19:30:00,1.27229,1.27241,1.27215,1.27221,0
2024-01-01 19:45:00,1.27221,1.27265,1.27216,1.2725,0
2024-01-01 20:00:00,1.2725,1.27331,1.27236,1.27253,0
2024-01-01 20:15:00,1.27259,1.27298,1.27249,1.27258,0
2024-01-01 20:30:00,1.27259,1.27263,1.27215,1.27243,0
2024-01-01 20:45:00,1.27243,1.27265,1.27199,1.27202,0
2024-01-01 21:00:00,1.27204,1.27252,1.27202,1.27244,0
2024-01-01 21:15:00,1.27244,1.27244,1.27209,1.27209,0
2024-01-01 21:30:00,1.27208,1.27225,1.27122,1.27138,0
2024-01-01 21:45:00,1.27137,1.27146,1.27097,1.27104,0
2024-01-01 22:00:00,1.27104,1.27166,1.27095,1.27152,0
2024-01-01 22:15:00,1.27153,1.27164,1.27125,1.27133,0
2024-01-01 22:30:00,1.2714,1.27155,1.27139,1.27153,0
2024-01-01 22:45:00,1.27154,1.27194,1.27129,1.27181,0
2024-01-01 23:00:00,1.2718,1.27188,1.27142,1.27154,0
2024-01-01 23:15:00,1.27156,1.27156,1.27127,1.27127,0
2024-01-01 23:30:00,1.2713,1.27158,1.27126,1.27126,0
2024-01-01 23:45:00,1.27127,1.27141,1.27107,1.27139,0
2024-01-02 00:00:00,1.27139,1.27205,1.27139,1.27204,0
2024-01-02 00:15:00,1.27205,1.27246,1.272,1.27237,0
2024-01-02 00:30:00,1.27236,1.27299,1.27232,1.27295,0
2024-01-02 00:45:00,1.27296,1.27409,1.27289,1.27367,0
2024-01-02 01:00:00,1.27368,1.27369,1.27314,1.27337,0
2024-01-02 01:15:00,1.27337,1.27339,1.2731,1.27337,0
2024-01-02 01:30:00,1.27337,1.27363,1.27323,1.27335,0
2024-01-02 01:45:00,1.27335,1.27358,1.27287,1.27307,0
2024-01-02 02:00:00,1.27309,1.27364,1.27264,1.27342,0
2024-01-02 02:15:00,1.27342,1.27415,1.27337,1.27386,0
2024-01-02 02:30:00,1.27387,1.27438,1.27337,1.2734,0
2024-01-02 02:45:00,1.2734,1.27369,1.27303,1.2732,0
2024-01-02 03:00:00,1.27324,1.27596,1.27292,1.27571,0
2024-01-02 03:15:00,1.27569,1.2758,1.27458,1.27489,0
2024-01-02 03:30:00,1.27487,1.27534,1.27447,1.27488,0
2024-01-02 03:45:00,1.27488,1.27542,1.27463,1.27494,0
2024-01-02 04:00:00,1.27493,1.27559,1.27451,1.27513,0
2024-01-02 04:15:00,1.27511,1.27527,1.27423,1.27445,0
2024-01-02 04:30:00,1.27446,1.27462,1.27259,1.27269,0
