datetime,open,high,low,close,volume
2024-01-10 11:00:00,1.27358,1.27389,1.27179,1.27274,0
2024-01-10 12:00:00,1.27277,1.2737,1.27205,1.27334,0
2024-01-10 13:00:00,1.27334,1.27425,1.27274,1.27391,0
2024-01-10 14:00:00,1.2739,1.27422,1.27379,1.27419,0
2024-01-10 15:00:00,1.27417,1.27437,1.27298,1.27339,0
2024-01-10 16:00:00,1.27335,1.27424,1.27329,1.27419,0
2024-01-10 17:00:00,1.2742,1.27422,1.27348,1.27383,0
2024-01-10 18:00:00,1.27384,1.27448,1.27376,1.27442,0
2024-01-10 19:00:00,1.27441,1.27512,1.27441,1.27494,0
2024-01-10 20:00:00,1.27496,1.27611,1.27494,1.27601,0
2024-01-10 21:00:00,1.27601,1.27693,1.27577,1.27634,0
2024-01-10 22:00:00,1.27635,1.2768,1.27629,1.27662,0
2024-01-10 23:00:00,1.27661,1.2771,1.2762,1.27644,0
2024-01-11 00:00:00,1.27642,1.27694,1.27614,1.27629,0
2024-01-11 01:00:00,1.27628,1.27736,1.27591,1.27698,0
2024-01-11 02:00:00,1.27697,1.27727,1.2762,1.27644,0
2024-01-11 03:00:00,1.27645,1.27675,1.27561,1.27618,0
2024-01-11 04:00:00,1.27619,1.2762,1.27382,1.27392,0
2024-01-11 05:00:00,1.27391,1.27466,1.27335,1.27462,0
2024-01-11 06:00:00,1.27462,1.27681,1.2746,1.27652,0
2024-01-11 07:00:00,1.27653,1.27703,1.27573,1.27611,0
2024-01-11 08:00:00,1.27611,1.27849,1.27023,1.27105,0
2024-01-11 09:00:00,1.27107,1.27537,1.26999,1.27243,0
2024-01-11 10:00:00,1.27242,1.27289,1.26898,1.27135,0
2024-01-11 11:00:00,1.27137,1.27254,1.26996,1.27088,0
2024-01-11 12:00:00,1.27087,1.27232,1.27071,1.272,0
2024-01-11 13:00:00,1.272,1.27482,1.27188,1.27476,0
2024-01-11 14:00:00,1.27475,1.2765,1.27475,1.27621,0
2024-01-11 15:00:00,1.27624,1.27634,1.27414,1.27592,0
2024-01-11 16:00:00,1.2759,1.27664,1.27583,1.27583,0
2024-01-11 17:00:00,1.27583,1.2764,1.27571,1.27578,0
2024-01-11 18:00:00,1.27579,1.27786,1.27579,1.27782,0
2024-01-11 19:00:00,1.27783,1.27799,1.27656,1.27696,0
2024-01-11 20:00:00,1.27695,1.27811,1.27652,1.27798,0
2024-01-11 21:00:00,1.27798,1.27842,1.27748,1.2776,0
2024-01-11 22:00:00,1.2776,1.2781,1.27739,1.27759,0
2024-01-11 23:00:00,1.27761,1.27761,1.277,1.27718,0
2024-01-12 00:00:00,1.2772,1.27761,1.27681,1.27724,0
2024-01-12 01:00:00,1.27731,1.27778,1.27702,1.27715,0
2024-01-12 02:00:00,1.27719,1.27774,1.27538,1.27557,0
2024-01-12 03:00:00,1.27553,1.27792,1.2753,1.27674,0
2024-01-12 04:00:00,1.27673,1.2775,1.27494,1.2752,0
2024-01-12 05:00:00,1.27518,1.27568,1.27468,1.27542,0
2024-01-12 06:00:00,1.27545,1.27581,1.27247,1.27252,0
2024-01-12 07:00:00,1.27252,1.27306,1.27192,1.27269,0
2024-01-12 08:00:00,1.2727,1.27681,1.27249,1.27548,0
2024-01-12 09:00:00,1.27549,1.27809,1.2747,1.2768,0
2024-01-12 10:00:00,1.27681,1.27854,1.27577,1.27614,0
2024-01-12 11:00:00,1.27612,1.27686,1.27424,1.27434,0
2024-01-12 12:00:00,1.27433,1.27441,1.2732,1.2739,0
2024-01-12 13:00:00,1.2739,1.27494,1.27349,1.27485,0
2024-01-12 14:00:00,1.27484,1.27561,1.27442,1.27472,0
2024-01-12 15:00:00,1.27473,1.27493,1.27423,1.27444,0
2024-01-12 16:00:00,1.27446,1.27537,1.27431,1.27473,0
2024-01-14 17:00:00,1.27373,1.27508,1.27372,1.27463,0
2024-01-14 18:00:00,1.27467,1.2748,1.27347,1.2735,0
2024-01-14 19:00:00,1.27352,1.27392,1.2728,1.27384,0
2024-01-14 20:00:00,1.27383,1.27436,1.27313,1.27414,0
2024-01-14 21:00:00,1.27417,1.27631,1.27416,1.27616,0
2024-01-14 22:00:00,1.27617,1.27649,1.27561,1.27582,0
2024-01-14 23:00:00,1.2758,1.27587,1.27504,1.27545,0
2024-01-15 00:00:00,1.27546,1.27556,1.27522,1.27524,0
2024-01-15 01:00:00,1.27522,1.27599,1.27504,1.27552,0
2024-01-15 02:00:00,1.27553,1.2757,1.27407,1.27432,0
2024-01-15 03:00:00,1.27434,1.2759,1.27386,1.27387,0
2024-01-15 04:00:00,1.27386,1.27417,1.27183,1.27256,0
2024-01-15 05:00:00,1.27258,1.27316,1.27128,1.27304,0
2024-01-15 06:00:00,1.27303,1.27366,1.27255,1.2731,0
2024-01-15 07:00:00,1.27309,1.2739,1.27204,1.2724,0
2024-01-15 08:00:00,1.27239,1.27286,1.27131,1.27274,0
2024-01-15 09:00:00,1.27275,1.27308,1.27127,1.27171,0
2024-01-15 10:00:00,1.2717,1.27322,1.27132,1.27303,0
2024-01-15 11:00:00,1.27304,1.27382,1.27266,1.27287,0
2024-01-15 12:00:00,1.27286,1.27352,1.27261,1.2729,0
2024-01-15 13:00:00,1.2729,1.27311,1.27262,1.27311,0
2024-01-15 14:00:00,1.27311,1.27315,1.27258,1.27261,0
2024-01-15 15:00:00,1.27261,1.2728,1.27257,1.2726,0
2024-01-15 16:00:00,1.27261,1.27284,1.27251,1.27257,0
2024-01-15 17:00:00,1.2725,1.27289,1.2724,1.27263,0
2024-01-15 18:00:00,1.27266,1.2727,1.27144,1.27151,0
2024-01-15 19:00:00,1.27152,1.27164,1.26918,1.2692,0
2024-01-15 20:00:00,1.2692,1.26984,1.26785,1.26949,0
2024-01-15 21:00:00,1.26947,1.26947,1.26822,1.26849,0
2024-01-15 22:00:00,1.2685,1.2689,1.26779,1.26816,0
2024-01-15 23:00:00,1.26817,1.2683,1.26764,1.268,0
2024-01-16 00:00:00,1.26802,1.26826,1.26763,1.268,0
2024-01-16 01:00:00,1.26801,1.26864,1.26771,1.26822,0
2024-01-16 02:00:00,1.26833,1.26858,1.26604,1.26725,0
2024-01-16 03:00:00,1.26726,1.26761,1.26466,1.26625,0
2024-01-16 04:00:00,1.26626,1.26677,1.2635,1.26406,0
2024-01-16 05:00:00,1.26404,1.26457,1.26256,1.26292,0
2024-01-16 06:00:00,1.26292,1.26464,1.26201,1.26457,0
2024-01-16 07:00:00,1.26456,1.26498,1.26384,1.26464,0
2024-01-16 08:00:00,1.26464,1.26723,1.26371,1.26419,0
2024-01-16 09:00:00,1.26419,1.26629,1.26381,1.26485,0
2024-01-16 10:00:00,1.26486,1.26675,1.26418,1.26653,0
2024-01-16 11:00:00,1.26656,1.26789,1.26366,1.26549,0
2024-01-16 12:00:00,1.2655,1.26557,1.26241,1.26244,0
2024-01-16 13:00:00,1.26245,1.26401,1.26227,1.26285,0
2024-01-16 14:00:00,1.26281,1.26334,1.2619,1.26314,0
2024-01-16 15:00:00,1.26315,1.26353,1.26274,1.26301,0
2024-01-16 16:00:00,1.26305,1.26367,1.26303,1.26361,0
2024-01-16 17:00:00,1.26361,1.26385,1.26318,1.2638,0
2024-01-16 18:00:00,1.26381,1.26381,1.26329,1.26376,0
2024-01-16 19:00:00,1.26376,1.26407,1.26327,1.26395,0
2024-01-16 20:00:00,1.26394,1.26429,1.26319,1.26351,0
2024-01-16 21:00:00,1.26352,1.26433,1.26313,1.26345,0
2024-01-16 22:00:00,1.26345,1.26351,1.26161,1.26188,0
2024-01-16 23:00:00,1.26186,1.26259,1.26171,1.26234,0
2024-01-17 00:00:00,1.26235,1.26242,1.26056,1.26096,0
2024-01-17 01:00:00,1.26094,1.26136,1.25963,1.26072,0
2024-01-17 02:00:00,1.26077,1.26568,1.26077,1.26561,0
2024-01-17 03:00:00,1.26563,1.26758,1.2651,1.26517,0
2024-01-17 04:00:00,1.26515,1.26834,1.26434,1.26803,0
2024-01-17 05:00:00,1.26802,1.26958,1.26704,1.26768,0
2024-01-17 06:00:00,1.26771,1.26936,1.26759,1.26913,0
2024-01-17 07:00:00,1.26912,1.26919,1.26751,1.26754,0
2024-01-17 08:00:00,1.26753,1.26754,1.26417,1.26502,0
2024-01-17 09:00:00,1.26503,1.26541,1.26385,1.26412,0
2024-01-17 10:00:00,1.2641,1.26662,1.26383,1.26569,0
2024-01-17 11:00:00,1.26569,1.26719,1.26559,1.26645,0
2024-01-17 12:00:00,1.26644,1.26819,1.26626,1.26779,0
2024-01-17 13:00:00,1.2678,1.2678,1.2662,1.26745,0
2024-01-17 14:00:00,1.26744,1.26853,1.26744,1.26774,0
2024-01-17 15:00:00,1.26774,1.26865,1.26753,1.26843,0
2024-01-17 16:00:00,1.26841,1.26846,1.2674,1.26748,0
2024-01-17 17:00:00,1.26746,1.26781,1.26719,1.26732,0
2024-01-17 18:00:00,1.26741,1.26788,1.26734,1.2677,0
2024-01-17 19:00:00,1.26769,1.26819,1.26709,1.26817,0
2024-01-17 20:00:00,1.26818,1.26914,1.26806,1.26889,0
2024-01-17 21:00:00,1.26889,1.26952,1.26845,1.2686,0
2024-01-17 22:00:00,1.26861,1.26902,1.26811,1.26818,0
2024-01-17 23:00:00,1.26818,1.26836,1.2679,1.26822,0
2024-01-18 00:00:00,1.26821,1.26879,1.26773,1.26866,0
2024-01-18 01:00:00,1.26869,1.27039,1.26866,1.26975,0
2024-01-18 02:00:00,1.26975,1.26995,1.26851,1.26978,0
2024-01-18 03:00:00,1.26976,1.26982,1.26831,1.2688,0
2024-01-18 04:00:00,1.26879,1.26969,1.26733,1.26736,0
2024-01-18 05:00:00,1.26734,1.26926,1.26725,1.26913,0
2024-01-18 06:00:00,1.26914,1.26953,1.26822,1.26846,0
2024-01-18 07:00:00,1.26846,1.26909,1.26732,1.26803,0
2024-01-18 08:00:00,1.26802,1.26857,1.26501,1.26522,0
2024-01-18 09:00:00,1.26522,1.26742,1.26478,1.26718,0
2024-01-18 10:00:00,1.26718,1.26888,1.26655,1.26726,0
2024-01-18 11:00:00,1.26727,1.26917,1.26697,1.26859,0
2024-01-18 12:00:00,1.26859,1.26871,1.26727,1.26809,0
2024-01-18 13:00:00,1.26808,1.26989,1.26764,1.26959,0
2024-01-18 14:00:00,1.26958,1.27016,1.26853,1.26854,0
2024-01-18 15:00:00,1.26856,1.26993,1.26841,1.26987,0
2024-01-18 16:00:00,1.26985,1.27079,1.26976,1.27051,0
2024-01-18 17:00:00,1.27046,1.27074,1.27033,1.27039,0
2024-01-18 18:00:00,1.27039,1.27118,1.27039,1.27109,0
2024-01-18 19:00:00,1.27109,1.2712,1.27055,1.27082,0
2024-01-18 20:00:00,1.27085,1.27097,1.26996,1.27068,0
2024-01-18 21:00:00,1.27066,1.27141,1.27011,1.27107,0
2024-01-18 22:00:00,1.27105,1.27143,1.27078,1.27127,0
2024-01-18 23:00:00,1.27128,1.2713,1.27065,1.27066,0
2024-01-19 00:00:00,1.27066,1.27076,1.26959,1.26987,0
2024-01-19 01:00:00,1.26986,1.27005,1.26907,1.26953,0
2024-01-19 02:00:00,1.26954,1.26968,1.2671,1.26856,0
2024-01-19 03:00:00,1.26857,1.26857,1.26653,1.26796,0
2024-01-19 04:00:00,1.26796,1.26879,1.26719,1.26833,0
2024-01-19 05:00:00,1.26835,1.26875,1.26697,1.26804,0
2024-01-19 06:00:00,1.26803,1.26904,1.26777,1.26809,0
2024-01-19 07:00:00,1.26809,1.26839,1.26754,1.26786,0
2024-01-19 08:00:00,1.26786,1.26863,1.26705,1.2674,0
2024-01-19 09:00:00,1.26738,1.26771,1.2661,1.26729,0
2024-01-19 10:00:00,1.26753,1.26849,1.26608,1.26794,0
2024-01-19 11:00:00,1.26795,1.26817,1.26651,1.26748,0
2024-01-19 12:00:00,1.2675,1.26882,1.26675,1.26876,0
2024-01-19 13:00:00,1.26877,1.26952,1.26819,1.26877,0
2024-01-19 14:00:00,1.26878,1.2699,1.26868,1.26963,0
2024-01-19 16:00:00,1.27015,1.27052,1.26976,1.2702,0
2024-01-21 17:00:00,1.26789,1.27009,1.26789,1.26946,0
2024-01-21 18:00:00,1.26946,1.27083,1.26946,1.26992,0
2024-01-21 19:00:00,1.26991,1.27094,1.26954,1.27087,0
2024-01-21 20:00:00,1.27084,1.27128,1.27021,1.27084,0
2024-01-21 21:00:00,1.27085,1.27175,1.27064,1.27169,0
2024-01-21 22:00:00,1.27169,1.27172,1.27104,1.27123,0
2024-01-21 23:00:00,1.27124,1.27167,1.27113,1.27167,0
2024-01-22 00:00:00,1.27167,1.27188,1.27114,1.27184,0
2024-01-22 01:00:00,1.27184,1.27241,1.27127,1.27134,0
2024-01-22 02:00:00,1.27133,1.27156,1.26974,1.27031,0
2024-01-22 03:00:00,1.27032,1.2706,1.26865,1.26932,0
2024-01-22 04:00:00,1.2693,1.27108,1.26911,1.27046,0
2024-01-22 05:00:00,1.27042,1.27084,1.26979,1.27072,0
2024-01-22 06:00:00,1.27073,1.27142,1.27046,1.27137,0
2024-01-22 07:00:00,1.27137,1.27304,1.27118,1.27254,0
2024-01-22 08:00:00,1.27253,1.27315,1.27164,1.27265,0
2024-01-22 09:00:00,1.27264,1.27267,1.27095,1.27216,0
2024-01-22 10:00:00,1.27214,1.27313,1.27163,1.27197,0
2024-01-22 11:00:00,1.27198,1.27266,1.27083,1.27256,0
2024-01-22 12:00:00,1.27259,1.27325,1.27208,1.27208,0
2024-01-22 13:00:00,1.2721,1.27213,1.27055,1.27123,0
2024-01-22 14:00:00,1.27121,1.27128,1.26974,1.27044,0
2024-01-22 15:00:00,1.27047,1.2709,1.26995,1.27078,0
2024-01-22 16:00:00,1.2708,1.27109,1.27053,1.27085,0
2024-01-22 17:00:00,1.27064,1.27111,1.27047,1.27103,0
2024-01-22 18:00:00,1.27103,1.27103,1.27035,1.27057,0
2024-01-22 19:00:00,1.27055,1.27145,1.27055,1.27138,0
2024-01-22 20:00:00,1.27138,1.27212,1.2708,1.27202,0
2024-01-22 21:00:00,1.27201,1.27274,1.27166,1.27192,0
2024-01-22 22:00:00,1.27192,1.27281,1.27148,1.27242,0
2024-01-22 23:00:00,1.27242,1.27309,1.27229,1.27277,0
2024-01-23 00:00:00,1.27275,1.27384,1.27257,1.27369,0
2024-01-23 01:00:00,1.2737,1.27463,1.27336,1.27454,0
2024-01-23 02:00:00,1.27455,1.27467,1.2735,1.27421,0
2024-01-23 03:00:00,1.27419,1.27439,1.27268,1.27311,0
2024-01-23 04:00:00,1.2731,1.27317,1.27199,1.2728,0
2024-01-23 05:00:00,1.2728,1.27285,1.27104,1.27121,0
2024-01-23 06:00:00,1.27123,1.27146,1.26997,1.27061,0
2024-01-23 07:00:00,1.2706,1.27135,1.27014,1.27102,0
2024-01-23 08:00:00,1.27103,1.27181,1.27049,1.27077,0
2024-01-23 09:00:00,1.27077,1.27077,1.26792,1.26807,0
2024-01-23 10:00:00,1.26806,1.26915,1.26582,1.26653,0
2024-01-23 11:00:00,1.26652,1.26743,1.26531,1.26571,0
2024-01-23 12:00:00,1.26572,1.26599,1.26488,1.26574,0
2024-01-23 13:00:00,1.26574,1.26688,1.26565,1.26656,0
2024-01-23 14:00:00,1.26658,1.26823,1.26652,1.26801,0
2024-01-23 15:00:00,1.26801,1.26875,1.26782,1.26854,0
2024-01-23 16:00:00,1.26859,1.26915,1.26849,1.2686,0
2024-01-23 17:00:00,1.26844,1.26875,1.26808,1.26822,0
2024-01-23 18:00:00,1.26828,1.26936,1.26814,1.26907,0
2024-01-23 19:00:00,1.26908,1.26981,1.26887,1.26939,0
2024-01-23 20:00:00,1.26936,1.26969,1.26879,1.2692,0
2024-01-23 21:00:00,1.2692,1.26924,1.26852,1.26904,0
2024-01-23 22:00:00,1.26903,1.27002,1.26896,1.26961,0
2024-01-23 23:00:00,1.26963,1.27039,1.26956,1.27023,0
2024-01-24 00:00:00,1.27022,1.2704,1.26955,1.27019,0
2024-01-24 01:00:00,1.2702,1.27077,1.26994,1.27028,0
2024-01-24 02:00:00,1.27027,1.27126,1.26994,1.27041,0
2024-01-24 03:00:00,1.27043,1.27184,1.27037,1.27089,0
2024-01-24 04:00:00,1.27096,1.2773,1.27088,1.27642,0
2024-01-24 05:00:00,1.27641,1.2769,1.27493,1.27528,0
2024-01-24 06:00:00,1.2753,1.27549,1.27378,1.274,0
2024-01-24 07:00:00,1.27401,1.27424,1.27279,1.27385,0
2024-01-24 08:00:00,1.27383,1.27708,1.27376,1.27664,0
